taxid,status
1685980,Data Deficient
312782,Least Concern
1685992,Data Deficient
312783,Critically Endangered
312784,Least Concern
1233953,Least Concern
312785,Least Concern
253225,Least Concern
1685982,Least Concern
312786,Least Concern
216992,Least Concern
1685983,Data Deficient
216993,Least Concern
21018,Least Concern
312787,Near Threatened
312788,Least Concern
216991,Least Concern
2108006,Critically Endangered
2109660,Data Deficient
312789,Least Concern
211500,Least Concern
312790,Data Deficient
1685986,Endangered
312791,Least Concern
1685987,Least Concern
1685988,Critically Endangered
216990,Least Concern
3508,Least Concern
223244,Least Concern
3507,Least Concern
216989,Least Concern
1685991,Least Concern
284674,Least Concern
312792,Least Concern
216986,Least Concern
1685997,Data Deficient
1619147,Least Concern
1914716,Least Concern
1396451,Least Concern
324800,Least Concern
324803,Least Concern
349369,Least Concern
93376,Vulnerable
93377,Near Threatened
191885,Least Concern
483143,Least Concern
288640,Least Concern
1104386,Least Concern
227246,Near Threatened
491984,Least Concern
272806,Least Concern
2765004,Vulnerable
241101,Least Concern
241102,Least Concern
2833626,Vulnerable
1931077,Near Threatened
1622154,Least Concern
224896,Endangered
887222,Least Concern
887223,Least Concern
887232,Least Concern
887844,Least Concern
2005910,Least Concern
887246,Least Concern
887248,Least Concern
1311536,Least Concern
980002,Vulnerable
51261,Near Threatened
51263,Least Concern
51265,Least Concern
980007,Endangered
51266,Vulnerable
51267,Endangered
2065855,Vulnerable
51269,Least Concern
2774610,Endangered
2065857,Least Concern
980023,Vulnerable
51272,Vulnerable
278099,Least Concern
51276,Least Concern
980027,Endangered
2065858,Least Concern
980028,Critically Endangered
443752,Near Threatened
929715,Least Concern
1338350,Least Concern
2902851,Least Concern
175253,Vulnerable
175254,Endangered
208885,Near Threatened
175255,Vulnerable
175256,Least Concern
175257,Least Concern
175258,Least Concern
175259,Least Concern
175260,Least Concern
2020719,Endangered
1904282,Data Deficient
714044,Least Concern
124994,Least Concern
1807071,Least Concern
1748403,Data Deficient
50959,Least Concern
338702,Least Concern
1017090,Least Concern
158986,Least Concern
158987,Least Concern
254259,Data Deficient
1511519,Least Concern
159021,Least Concern
112525,Least Concern
142894,Least Concern
158988,Near Threatened
158985,Near Threatened
112527,Least Concern
2291104,Vulnerable
284750,Least Concern
1410456,Least Concern
52188,Least Concern
273521,Least Concern
273520,Least Concern
177283,Vulnerable
210340,Least Concern
487651,Least Concern
109359,Data Deficient
1157048,Vulnerable
264432,Vulnerable
292647,Least Concern
9901,Near Threatened
9902,Near Threatened
2599451,Critically Endangered
2716856,Vulnerable
1768101,Least Concern
479247,Least Concern
2722873,Least Concern
1437088,Least Concern
2976142,Vulnerable
479248,Least Concern
6478,Least Concern
2716855,Endangered
445405,Least Concern
2662310,Endangered
8692,Least Concern
1216350,Vulnerable
110196,Least Concern
8693,Least Concern
110198,Least Concern
8694,Vulnerable
2744135,Vulnerable
2565369,Least Concern
8695,Vulnerable
1216351,Endangered
110200,Least Concern
715877,Least Concern
547125,Least Concern
1216352,Least Concern
110197,Vulnerable
547126,Least Concern
2797295,Least Concern
2797296,Least Concern
312384,Least Concern
697582,Endangered
143612,Least Concern
66672,Least Concern
1123547,Least Concern
45648,Least Concern
1097441,Data Deficient
476467,Least Concern
290510,Vulnerable
476466,Least Concern
1972881,Endangered
1972884,Vulnerable
1972886,Vulnerable
1972890,Endangered
1972891,Least Concern
2028295,Least Concern
1972896,Least Concern
1972897,Vulnerable
1972901,Vulnerable
1972903,Endangered
1972904,Endangered
1972907,Least Concern
1277828,Least Concern
1972909,Vulnerable
454294,Least Concern
1972911,Least Concern
2028293,Least Concern
263217,Least Concern
1972916,Least Concern
1972917,Vulnerable
1972918,Least Concern
1972920,Least Concern
1972921,Least Concern
1972922,Least Concern
1972925,Least Concern
2028296,Least Concern
1277829,Least Concern
2494635,Endangered
1359238,Least Concern
465451,Least Concern
399229,Least Concern
227091,Least Concern
416033,Least Concern
261504,Least Concern
364318,Least Concern
9387,Least Concern
183658,Least Concern
183659,Least Concern
2588392,Least Concern
1159882,Near Threatened
1159883,Least Concern
89115,Least Concern
248133,Vulnerable
214961,Least Concern
419443,Near Threatened
524972,Least Concern
1521212,Least Concern
1196196,Least Concern
1111063,Vulnerable
393584,Least Concern
374618,Least Concern
374619,Near Threatened
447925,Least Concern
182880,Least Concern
447926,Least Concern
1405635,Least Concern
1405636,Least Concern
879712,Least Concern
879713,Least Concern
1146954,Least Concern
2100431,Least Concern
1156089,Least Concern
1146955,Least Concern
879804,Least Concern
490247,Least Concern
195075,Least Concern
941642,Least Concern
879800,Least Concern
1027080,Least Concern
128286,Least Concern
328123,Vulnerable
1569719,Least Concern
330076,Least Concern
2052876,Endangered
2052877,Vulnerable
2052879,Least Concern
2052881,Vulnerable
375213,Near Threatened
2083114,Least Concern
627788,Least Concern
378704,Least Concern
58317,Least Concern
259381,Least Concern
290922,Least Concern
1194991,Least Concern
2807161,Vulnerable
557059,Least Concern
870709,Least Concern
160222,Least Concern
912806,Least Concern
160223,Least Concern
912807,Least Concern
143588,Least Concern
321715,Least Concern
2773675,Endangered
160226,Least Concern
2773674,Near Threatened
1072383,Least Concern
160227,Least Concern
154411,Least Concern
2201362,Least Concern
1548553,Least Concern
313920,Least Concern
2583369,Vulnerable
2990762,Least Concern
396440,Least Concern
179678,Least Concern
130937,Least Concern
2704193,Data Deficient
1540813,Data Deficient
301992,Least Concern
381858,Least Concern
55442,Least Concern
62338,Least Concern
8574,Least Concern
401042,Least Concern
1537907,Least Concern
568912,Least Concern
39328,Least Concern
578139,Least Concern
2963733,Least Concern
1911529,Least Concern
578141,Least Concern
292868,Least Concern
1911530,Least Concern
1911531,Least Concern
1638095,Least Concern
1911532,Least Concern
1638096,Least Concern
292838,Least Concern
929744,Least Concern
212358,Least Concern
279985,Least Concern
1513813,Data Deficient
2499472,Least Concern
279989,Least Concern
2787191,Data Deficient
279990,Least Concern
317327,Least Concern
1513814,Data Deficient
2599766,Least Concern
2023956,Least Concern
876650,Least Concern
2364978,Least Concern
1911129,Near Threatened
279993,Least Concern
2730671,Least Concern
1417341,Least Concern
2725127,Least Concern
279994,Data Deficient
1961704,Data Deficient
279995,Least Concern
279996,Least Concern
2758960,Data Deficient
2023957,Least Concern
876652,Vulnerable
1513815,Least Concern
2599767,Least Concern
318323,Vulnerable
2800344,Least Concern
2668081,Least Concern
280000,Least Concern
2364979,Least Concern
318353,Data Deficient
318325,Least Concern
2599768,Least Concern
2692010,Data Deficient
2517092,Least Concern
280002,Least Concern
253521,Least Concern
929743,Least Concern
318328,Least Concern
2692011,Least Concern
2720497,Least Concern
425683,Least Concern
876651,Endangered
318334,Least Concern
2720498,Least Concern
1513816,Data Deficient
2041065,Least Concern
317341,Least Concern
2339191,Least Concern
2485001,Least Concern
1494916,Least Concern
280005,Least Concern
2499473,Least Concern
192750,Least Concern
280007,Least Concern
318338,Least Concern
2720499,Least Concern
2720500,Least Concern
317347,Least Concern
1573469,Data Deficient
280008,Least Concern
2339192,Least Concern
2668082,Least Concern
2494687,Least Concern
2758964,Data Deficient
2758961,Least Concern
2944638,Vulnerable
1513817,Least Concern
2711263,Endangered
336030,Vulnerable
336031,Vulnerable
162684,Least Concern
149635,Least Concern
2025450,Least Concern
1249035,Least Concern
1904791,Least Concern
306918,Least Concern
306919,Least Concern
272821,Least Concern
1475375,Least Concern
72182,Least Concern
2200775,Vulnerable
597278,Least Concern
2894863,Endangered
3014250,Critically Endangered
316705,Vulnerable
2108417,Least Concern
586782,Least Concern
242809,Least Concern
1003692,Least Concern
1003693,Least Concern
2589288,Least Concern
997965,Least Concern
1328952,Least Concern
1182146,Least Concern
1182147,Least Concern
2696582,Least Concern
2696583,Data Deficient
2609488,Near Threatened
1916737,Data Deficient
1522407,Least Concern
586783,Least Concern
2913885,Least Concern
2608416,Least Concern
241268,Least Concern
2584508,Least Concern
1917011,Data Deficient
626239,Data Deficient
398265,Least Concern
586784,Least Concern
1772009,Data Deficient
241269,Least Concern
1917140,Least Concern
349650,Vulnerable
1917138,Data Deficient
1328953,Data Deficient
663232,Data Deficient
626240,Data Deficient
1916738,Data Deficient
1003694,Least Concern
443682,Least Concern
2609489,Least Concern
225316,Least Concern
683974,Vulnerable
321720,Vulnerable
2282282,Least Concern
1079186,Least Concern
2282284,Least Concern
1503867,Least Concern
2282285,Least Concern
644065,Least Concern
2306667,Least Concern
2282286,Least Concern
3017779,Least Concern
644074,Least Concern
1517488,Data Deficient
243347,Data Deficient
110697,Endangered
97725,Least Concern
243348,Vulnerable
2797630,Critically Endangered
2797631,Data Deficient
2797632,Data Deficient
97727,Vulnerable
215649,Data Deficient
2020308,Least Concern
97728,Least Concern
336196,Least Concern
243344,Least Concern
199628,Least Concern
97729,Least Concern
1540389,Vulnerable
299104,Data Deficient
1439338,Least Concern
336199,Least Concern
2201038,Vulnerable
2201039,Endangered
1290003,Least Concern
1290025,Near Threatened
94895,Least Concern
94906,Least Concern
240130,Least Concern
1128174,Data Deficient
864311,Least Concern
1244146,Data Deficient
206678,Data Deficient
1128175,Data Deficient
1128176,Data Deficient
864312,Data Deficient
206677,Data Deficient
2358241,Least Concern
1296651,Vulnerable
1296652,Least Concern
2766808,Data Deficient
2766809,Endangered
1296664,Least Concern
1774205,Least Concern
39278,Least Concern
46286,Least Concern
3002848,Data Deficient
1899437,Least Concern
2652245,Least Concern
1296665,Least Concern
2483465,Least Concern
92519,Least Concern
1899438,Least Concern
152266,Least Concern
619288,Least Concern
1867089,Least Concern
2750920,Least Concern
2202124,Least Concern
2766815,Least Concern
1899439,Least Concern
2766816,Least Concern
1899440,Least Concern
2766817,Endangered
1296666,Least Concern
666073,Least Concern
2202125,Least Concern
472780,Least Concern
1507367,Least Concern
1109029,Least Concern
2765873,Data Deficient
1513809,Least Concern
279988,Least Concern
2765874,Least Concern
2305904,Least Concern
279992,Least Concern
2972993,Data Deficient
2765875,Data Deficient
279999,Least Concern
1476796,Data Deficient
2972991,Data Deficient
1416879,Least Concern
2775252,Critically Endangered
2683231,Data Deficient
2765876,Least Concern
318315,Least Concern
1911126,Least Concern
1417340,Least Concern
1417342,Least Concern
2972992,Near Threatened
307482,Least Concern
449111,Least Concern
84612,Least Concern
2611439,Least Concern
188110,Vulnerable
503982,Least Concern
2282767,Vulnerable
211877,Least Concern
2282768,Least Concern
1815958,Least Concern
2806768,Critically Endangered
76417,Least Concern
666188,Least Concern
412768,Vulnerable
998102,Least Concern
1921802,Near Threatened
1282961,Least Concern
1664192,Least Concern
80646,Vulnerable
264080,Near Threatened
1155723,Endangered
36056,Least Concern
495280,Least Concern
1964344,Data Deficient
57192,Least Concern
1833960,Near Threatened
748100,Least Concern
182632,Least Concern
748099,Least Concern
1355149,Least Concern
127601,Least Concern
885018,Least Concern
473299,Least Concern
123245,Least Concern
1828460,Least Concern
1519956,Least Concern
1069391,Least Concern
473300,Least Concern
61709,Least Concern
129235,Near Threatened
1686002,Vulnerable
266497,Least Concern
266498,Vulnerable
1917408,Data Deficient
1191288,Least Concern
266499,Least Concern
1191289,Least Concern
266500,Critically Endangered
1507497,Critically Endangered
266501,Critically Endangered
1029680,Critically Endangered
107962,Least Concern
1267016,Near Threatened
1593245,Critically Endangered
266502,Least Concern
1191290,Endangered
266503,Vulnerable
2608752,Endangered
762026,Endangered
1593243,Endangered
1029681,Endangered
266504,Critically Endangered
266505,Endangered
129236,Near Threatened
266506,Endangered
129237,Endangered
116047,Data Deficient
367835,Least Concern
1029682,Endangered
266507,Endangered
129238,Endangered
266508,Vulnerable
1191291,Endangered
116048,Least Concern
1842474,Vulnerable
129239,Vulnerable
1029683,Endangered
294359,Vulnerable
187968,Least Concern
1029684,Critically Endangered
2729445,Endangered
2739930,Critically Endangered
1343683,Data Deficient
1191292,Vulnerable
1029685,Endangered
2739931,Endangered
1285130,Critically Endangered
129240,Least Concern
266509,Near Threatened
266510,Critically Endangered
1842476,Least Concern
187969,Endangered
57548,Endangered
266511,Least Concern
1029686,Endangered
116049,Least Concern
116050,Endangered
206601,Vulnerable
129241,Vulnerable
1145342,Endangered
1029687,Vulnerable
1285131,Least Concern
1191293,Data Deficient
1029688,Critically Endangered
1029689,Critically Endangered
1029690,Least Concern
188101,Endangered
266512,Least Concern
129242,Near Threatened
2739932,Endangered
1483524,Critically Endangered
1145338,Endangered
1510042,Endangered
266513,Least Concern
266514,Data Deficient
266515,Data Deficient
116189,Least Concern
129243,Least Concern
266516,Endangered
2047814,Near Threatened
187970,Endangered
1191294,Data Deficient
521382,Vulnerable
266517,Near Threatened
266518,Least Concern
2739933,Vulnerable
266519,Least Concern
266520,Least Concern
1708642,Near Threatened
521383,Endangered
1191295,Data Deficient
129244,Least Concern
1029691,Vulnerable
8334,Least Concern
1029692,Critically Endangered
266525,Critically Endangered
1285132,Endangered
1593244,Endangered
1483525,Endangered
521384,Data Deficient
2055141,Least Concern
2739934,Endangered
2729448,Near Threatened
1029693,Endangered
1842477,Endangered
129245,Least Concern
762027,Vulnerable
188102,Endangered
2995250,Data Deficient
